fact_id,date_id,state_id,disease_id,source_id,population_under_surveillance,total_reported_cases,active_cases,recovered_cases,deaths,urban_cases,rural_cases,hospitalized_cases,icu_admissions,case_fatality_rate,recovery_rate,public_health_risk_score,report_date_raw
241,1,21,1,6,75724351,3192,446,2687.0,59.0,1311,1881,323.0,56.0,1.85,84.18,23.8,2022-01-01
242,1,21,2,3,75246490,3486,92,3358.0,36.0,2388,1098,721.0,210.0,1.03,96.33,21.0,01-01-2022
243,1,21,3,2,69565009,1880,322,1518.0,40.0,1082,798,443.0,34.0,2.13,80.74,20.2,2022-01-01
244,1,21,4,2,79720952,1627,218,1403.0,6.0,646,981,165.0,35.0,0.37,86.23,15.5,2022-01-01
245,1,21,5,2,74382528,734,53,666.0,15.0,287,447,101.0,8.0,2.04,90.74,15.6,01/01/2022
246,1,21,6,2,73165253,2022,402,1555.0,65.0,1474,548,147.0,41.0,3.21,76.9,20.3,2022-01-01
247,1,21,7,5,76792825,1179,53,,9.0,444,735,118.0,26.0,0.76,94.74,4.9,2022-01-01
248,1,21,8,1,73325381,1131,42,1084.0,5.0,457,674,225.0,60.0,0.44,95.84,6.5,2022-01-01
249,1,21,9,6,76467470,1928,319,1602.0,7.0,826,1102,194.0,28.0,0.36,83.09,10.6,2022-01-01
250,1,21,10,6,79904040,1054,65,969.0,20.0,776,278,132.0,25.0,,91.94,12.4,2022-01-01
251,1,21,11,4,70387750,3118,251,2817.0,50.0,1207,1911,771.0,126.0,1.6,90.35,24.7,2022-01-01
252,1,21,12,2,79409003,2532,84,2383.0,65.0,1650,882,445.0,90.0,2.57,94.12,26.8,2022-01-01
253,1,22,1,1,668896,10,1,,,4,6,1.0,0.0,0.0,90.0,3.4,2022-01-01
254,1,22,2,1,659104,12,1,11.0,0.0,8,4,1.0,0.0,0.0,91.67,8.1,2022-01-01
255,1,22,3,2,674432,22,2,20.0,0.0,14,8,1.0,0.0,0.0,90.91,15.5,2022-01-01
256,1,22,4,6,699475,3,1,2.0,0.0,1,2,0.0,0.0,0.0,66.67,5.5,2022-01-01
257,1,22,5,1,691520,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,2.0,2022-01-01
258,1,22,6,1,655232,2,1,1.0,0.0,0,2,0.0,0.0,0.0,50.0,0.0,2022-01-01
259,1,22,7,4,633805,15,2,13.0,0.0,9,6,1.0,0.0,0.0,86.67,11.2,2022-01-01
260,1,22,8,5,685567,7,2,5.0,0.0,4,3,1.0,0.0,0.0,71.43,0.0,2022-01-01
261,1,22,9,4,678530,16,4,12.0,0.0,9,7,3.0,0.0,0.0,75.0,7.3,2022-01-01
262,1,22,10,6,664847,13,3,10.0,0.0,7,6,2.0,0.0,0.0,76.92,10.4,2022-01-01
263,1,22,11,4,621339,19,4,15.0,0.0,9,10,2.0,0.0,0.0,78.95,7.6,2022-01-01
264,1,22,12,5,610813,15,2,13.0,0.0,10,5,1.0,0.0,0.0,86.67,4.9,2022-01-01
265,1,23,1,2,74953398,903,6,873.0,24.0,342,561,53.0,12.0,2.66,96.68,14.7,2022-01-01
266,1,23,2,4,73090514,2312,24,2238.0,50.0,923,1389,234.0,22.0,2.16,96.8,21.9,2022-01-01
267,1,23,3,2,77005790,4113,171,3813.0,129.0,1928,2185,409.0,77.0,3.14,92.71,34.2,2022-01-01
268,1,23,4,3,66916258,1044,122,906.0,16.0,464,580,153.0,11.0,1.53,86.78,11.6,2022-01-01
269,1,23,5,5,74203855,1279,95,1174.0,10.0,818,461,88.0,24.0,0.78,91.79,6.2,2022-01-01
270,1,23,6,2,72986379,1288,82,1169.0,37.0,810,478,,28.0,2.87,90.76,21.5,2022-01-01
271,1,23,7,1,72800219,2040,9,1977.0,54.0,1154,886,167.0,16.0,2.65,96.91,20.9,2022-01-01
272,1,23,8,2,73420956,497,51,436.0,,301,196,90.0,20.0,2.01,87.73,12.1,2022-01-01
273,1,23,9,3,73041848,1228,228,994.0,6.0,763,465,190.0,50.0,0.49,80.94,5.3,2022-01-01
274,1,23,10,1,74571148,600,55,528.0,17.0,317,283,100.0,13.0,2.83,88.0,16.0,2022-01-01
275,1,23,11,2,68870584,2658,572,2077.0,9.0,1934,724,235.0,33.0,0.34,78.14,18.2,2022-01-01
276,1,23,12,2,77322651,1113,153,928.0,32.0,438,675,227.0,56.0,2.88,83.38,16.9,2022-01-01
277,1,24,1,1,36621684,1651,39,1559.0,53.0,717,934,254.0,47.0,3.21,94.43,33.7,2022-01-01
278,1,24,2,3,36822546,509,19,474.0,16.0,369,140,53.0,3.0,3.14,93.12,20.2,2022-01-01
279,1,24,3,4,35006589,2259,471,1753.0,35.0,1546,713,156.0,16.0,1.55,77.6,29.6,01/01/2022
280,1,24,4,4,39085795,489,59,427.0,3.0,349,140,,12.0,0.61,87.32,4.5,2022-01-01
281,1,24,5,5,37138486,677,62,600.0,15.0,241,436,120.0,26.0,2.22,88.63,19.8,2022-01-01
282,1,24,6,1,36793616,777,107,669.0,1.0,377,400,117.0,18.0,0.13,86.1,7.7,2022-01-01
283,1,24,7,5,39303010,667,115,547.0,5.0,366,301,72.0,13.0,0.75,82.01,12.1,2022-01-01
284,1,24,8,1,38095586,620,119,500.0,1.0,370,250,88.0,5.0,0.16,80.65,10.1,2022-01-01
285,1,24,9,3,36972045,952,216,,14.0,712,240,66.0,14.0,1.47,75.84,11.6,2022-01-01
286,1,24,10,4,33814543,1379,130,1222.0,27.0,550,829,261.0,69.0,1.96,88.61,27.6,2022-01-01
287,1,24,11,6,36050083,2027,489,1521.0,17.0,844,1183,281.0,37.0,0.84,75.04,27.6,2022-01-01
288,1,24,12,5,39258477,1336,267,1038.0,31.0,515,821,145.0,40.0,2.32,77.69,22.9,2022-01-01
289,1,25,1,4,3628018,277,36,235.0,6.0,112,165,55.0,3.0,2.17,84.84,41.4,2022-01-01
290,1,25,2,4,3606450,111,5,103.0,3.0,50,61,16.0,3.0,2.7,92.79,21.6,2022-01-01
291,1,25,3,4,3744833,320,9,301.0,10.0,231,89,77.0,8.0,3.12,94.06,49.1,2022-01-01
292,1,25,4,6,3805399,34,7,27.0,0.0,23,11,2.0,0.0,,79.41,5.4,2022-01-01
293,1,25,5,6,4015698,40,3,37.0,0.0,26,14,3.0,0.0,0.0,92.5,5.6,2022-01-01
294,1,25,6,4,3985557,43,3,39.0,1.0,32,11,7.0,1.0,,90.7,11.4,2022-01-01
295,1,25,7,5,3728879,72,10,60.0,2.0,31,41,11.0,0.0,2.78,83.33,20.5,2022-01-01
296,1,25,8,4,3862782,76,5,70.0,1.0,44,32,17.0,1.0,1.32,92.11,12.9,2022-01-01
297,1,25,9,6,3694946,66,8,57.0,1.0,44,22,9.0,1.0,1.52,86.36,15.1,01/01/2022
298,1,25,10,6,3641900,152,18,133.0,1.0,67,85,16.0,3.0,0.66,87.5,22.2,2022-01-01
299,1,25,11,4,3504771,75,4,70.0,1.0,31,44,18.0,4.0,,93.33,16.3,2022-01-01
300,1,25,12,3,4033876,98,12,84.0,2.0,62,36,12.0,3.0,2.04,85.71,17.8,2022-01-01
301,1,26,1,2,204636654,4958,65,4778.0,115.0,2011,2947,493.0,55.0,2.32,96.37,21.3,2022-01-01
302,1,26,2,3,202606646,7619,954,6647.0,18.0,3749,3870,1161.0,292.0,0.24,87.24,16.3,2022-01-01
303,1,26,3,4,208376409,10503,1649,,68.0,4931,5572,2400.0,121.0,0.65,83.65,25.2,2022-01-01
304,1,26,4,4,202851105,2601,328,2253.0,20.0,1007,1594,497.0,96.0,0.77,86.62,11.4,2022-01-01
305,1,26,5,1,221916325,5633,997,4480.0,156.0,2045,3588,491.0,85.0,2.77,79.53,17.7,2022-01-01
306,1,26,6,6,219443036,3586,157,3318.0,111.0,2222,1364,,180.0,3.1,92.53,17.3,2022-01-01
307,1,26,7,3,231187483,7361,1632,5638.0,91.0,4564,2797,1758.0,283.0,1.24,76.59,23.0,2022-01-01
308,1,26,8,1,205794549,2074,433,1577.0,64.0,1263,811,416.0,57.0,124.8,138.2,13.9,2022-01-01
309,1,26,9,6,215497618,2876,301,2560.0,15.0,1802,1074,345.0,35.0,0.52,89.01,9.6,01/01/2022
310,1,26,10,1,218539451,6724,1372,5154.0,198.0,4630,2094,1331.0,395.0,2.94,76.65,24.1,2022-01-01
311,1,26,11,2,205274466,3413,11,3309.0,93.0,2008,1405,,33.0,2.72,96.95,11.7,2022-01-01
312,1,26,12,5,197757450,5531,1138,4349.0,44.0,3470,2061,326.0,87.0,0.8,78.63,9.7,2022-01-01
313,1,27,1,2,19867581,851,114,719.0,18.0,529,322,199.0,24.0,2.12,84.49,23.2,2022-01-01
314,1,27,2,1,18388396,1092,203,871.0,18.0,479,613,232.0,,1.65,79.76,31.8,2022-01-01
315,1,27,3,2,18298994,1261,106,1126.0,29.0,464,797,131.0,18.0,2.3,89.29,41.3,2022-01-01
316,1,27,4,3,18140706,363,41,319.0,3.0,238,125,,2.0,0.83,87.88,10.3,2022-01-01
317,1,27,5,2,18373692,232,18,212.0,2.0,121,111,55.0,11.0,0.86,91.38,10.9,2022-01-01
318,1,27,6,6,19792133,238,53,183.0,2.0,122,116,31.0,,0.84,76.89,9.0,2022-01-01
319,1,27,7,2,18203919,183,42,138.0,3.0,79,104,18.0,1.0,1.64,75.41,7.2,2022-01-01
320,1,27,8,1,17072688,349,79,268.0,2.0,198,151,,7.0,0.57,76.79,7.7,2022-01-01
321,1,27,9,3,17265316,452,97,353.0,2.0,268,184,111.0,22.0,0.44,78.1,17.5,2022-01-01
322,1,27,10,4,18137375,779,106,656.0,17.0,319,460,98.0,27.0,2.18,84.21,31.0,2022-01-01
323,1,27,11,6,19020541,732,33,697.0,2.0,299,433,119.0,26.0,0.27,95.22,19.4,2022-01-01
324,1,27,12,5,17483137,434,23,407.0,4.0,325,109,24.0,,0.92,93.78,8.7,2022-01-01
325,1,28,1,6,87762099,3664,287,3299.0,78.0,2304,1360,614.0,86.0,2.13,90.04,25.7,2022-01-01
326,1,28,2,6,99400191,4213,515,3597.0,101.0,1886,2327,481.0,34.0,2.4,85.38,23.5,2022-01-01
327,1,28,3,6,97736899,2085,377,1693.0,,1395,690,278.0,36.0,0.72,81.2,17.2,2022-01-01
328,1,28,4,1,88364328,870,38,827.0,5.0,359,511,133.0,17.0,0.57,95.06,1.2,2022-01-01
329,1,28,5,5,88894975,1856,360,1433.0,,1052,804,312.0,,3.39,77.21,17.7,2022-01-01
330,1,28,6,3,94429347,1977,178,1765.0,34.0,1091,886,149.0,42.0,1.72,89.28,18.3,2022-01-01
331,1,28,7,6,88264924,3152,266,2789.0,97.0,1867,1285,332.0,24.0,3.08,88.48,20.7,2022-01-01
332,1,28,8,5,93071380,568,62,502.0,4.0,269,299,118.0,30.0,0.7,88.38,5.4,2022-01-01
333,1,28,9,1,95800384,1699,44,1640.0,15.0,998,701,118.0,30.0,0.88,96.53,8.6,2022-01-01
334,1,28,10,4,96045370,767,158,593.0,16.0,358,409,50.0,11.0,2.09,77.31,14.0,2022-01-01
335,1,28,11,3,95750449,3341,55,3202.0,84.0,1482,1859,228.0,29.0,2.51,95.84,23.2,2022-01-01
336,1,28,12,4,96461195,1720,356,1343.0,21.0,1016,704,177.0,46.0,1.22,78.08,11.1,2022-01-01
337,1,29,1,4,31101396,533,13,515.0,5.0,187,346,101.0,20.0,0.94,96.62,7.8,2022-01-01
338,1,29,2,5,32498609,905,114,767.0,24.0,483,422,180.0,,2.65,84.75,23.1,2022-01-01
339,1,29,3,3,28713460,821,85,732.0,4.0,450,371,169.0,34.0,0.49,89.16,15.1,2022-01-01
340,1,29,4,5,29986874,310,42,262.0,6.0,154,156,30.0,8.0,1.94,84.52,10.0,2022-01-01
341,1,29,5,4,32440093,431,100,324.0,7.0,275,156,104.0,26.0,1.62,75.17,15.1,2022-01-01
342,1,29,6,6,31720302,187,32,151.0,4.0,114,73,17.0,1.0,2.14,80.75,12.1,2022-01-01
343,1,29,7,3,32725208,358,41,311.0,6.0,256,102,83.0,22.0,1.68,86.87,14.0,2022-01-01
344,1,29,8,1,32699536,580,94,484.0,2.0,424,156,58.0,5.0,0.34,83.45,6.8,2022-01-01
345,1,29,9,4,29224345,830,127,683.0,20.0,601,229,148.0,14.0,2.41,82.29,17.9,2022-01-01
346,1,29,10,4,28765357,794,76,705.0,13.0,363,431,65.0,14.0,1.64,88.79,14.7,2022-01-01
347,1,29,11,6,32623379,749,144,593.0,12.0,300,449,66.0,12.0,1.6,79.17,18.1,2022-01-01
348,1,29,12,1,31799036,628,149,476.0,3.0,431,197,122.0,29.0,0.48,75.8,6.6,2022-01-01
349,1,30,1,3,13011902,464,12,449.0,3.0,281,183,29.0,7.0,0.65,96.77,21.4,2022-01-01
350,1,30,2,2,11703276,606,71,534.0,1.0,257,349,73.0,5.0,0.17,88.12,21.1,2022-01-01
351,1,30,3,3,12968920,188,5,181.0,2.0,119,69,45.0,3.0,1.06,96.28,11.1,2022-01-01
352,1,30,4,5,12943143,72,9,63.0,0.0,45,27,17.0,3.0,0.0,87.5,7.5,2022-01-01
353,1,30,5,3,11914504,90,22,67.0,1.0,40,50,13.0,3.0,1.11,74.44,6.6,2022-01-01
354,1,30,6,5,12688999,104,5,97.0,2.0,44,60,8.0,0.0,1.92,93.27,4.9,2022-01-01
355,1,30,7,1,13442387,313,37,272.0,4.0,226,87,21.0,1.0,,86.9,18.0,2022-01-01
356,1,30,8,4,12277472,388,50,326.0,12.0,152,236,19.0,1.0,3.09,84.02,19.5,2022-01-01
357,1,30,9,2,12234425,375,-74,293.0,-8.0,133,242,74.0,10.0,2.13,78.13,18.0,2022-01-01
358,1,30,10,6,12882111,220,17,198.0,5.0,136,84,17.0,4.0,2.27,90.0,11.8,2022-01-01
359,1,30,11,4,12141123,257,34,222.0,1.0,103,154,17.0,1.0,,86.38,15.2,2022-01-01
360,1,30,12,1,12264895,220,22,192.0,6.0,87,133,51.0,6.0,2.73,87.27,16.8,2022-01-01
361,1,31,1,4,291180,16,1,15.0,0.0,8,8,2.0,0.0,0.0,93.75,3.4,2022-01-01
362,1,31,2,3,270241,4,1,3.0,0.0,1,3,0.0,0.0,0.0,75.0,1.8,2022-01-01
363,1,31,3,3,286946,5,1,,0.0,2,3,0.0,0.0,0.0,80.0,3.9,2022-01-01
364,1,31,4,5,267403,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,0.0,2022-01-01
365,1,31,5,6,287420,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,2022-01-01
366,1,31,6,3,297412,7,1,6.0,0.0,3,4,1.0,0.0,0.0,85.71,0.0,2022-01-01
367,1,31,7,3,258220,3,1,2.0,0.0,1,2,0.0,0.0,0.0,66.67,2.5,2022-01-01
368,1,31,8,2,258850,6,1,5.0,0.0,3,3,0.0,0.0,0.0,83.33,0.0,2022-01-01
369,1,31,9,2,293194,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,1.1,2022-01-01
370,1,31,10,6,278610,3,1,2.0,0.0,1,2,0.0,0.0,0.0,66.67,0.0,2022-01-01
371,1,31,11,6,285234,7,2,5.0,0.0,2,5,1.0,0.0,0.0,71.43,3.5,2022-01-01
372,1,31,12,2,277297,12,2,,0.0,4,8,0.0,,0.0,83.33,4.3,2022-01-01
373,1,32,1,3,1409197,41,5,36.0,0.0,20,21,7.0,0.0,0.0,87.8,14.5,2022-01-01
374,1,32,2,5,1467411,38,5,33.0,0.0,26,12,2.0,0.0,0.0,86.84,8.0,2022-01-01
375,1,32,3,1,1469912,31,8,23.0,0.0,22,9,7.0,1.0,0.0,74.19,8.2,2022-01-01
376,1,32,4,3,1306114,37,4,33.0,0.0,19,18,,1.0,0.0,89.19,10.0,2022-01-01
377,1,32,5,2,1420791,33,3,30.0,0.0,13,20,7.0,0.0,0.0,90.91,12.9,2022-01-01
378,1,32,6,6,1388844,11,1,10.0,0.0,6,5,2.0,0.0,0.0,90.91,1.2,2022-01-01
379,1,32,7,3,1452027,10,2,8.0,0.0,4,6,0.0,0.0,0.0,80.0,4.5,01/01/2022
380,1,32,8,1,1294430,14,3,11.0,0.0,5,9,2.0,0.0,0.0,78.57,5.0,2022-01-01
381,1,32,9,6,1401436,47,5,,1.0,21,26,7.0,2.0,2.13,87.23,17.8,2022-01-01
382,1,32,10,6,1472767,23,3,20.0,0.0,8,15,2.0,0.0,0.0,86.96,6.3,2022-01-01
383,1,32,11,4,1282895,30,6,24.0,0.0,17,13,6.0,1.0,0.0,80.0,5.0,2022-01-01
384,1,32,12,1,1276511,55,2,52.0,1.0,29,26,2.0,0.0,1.82,94.55,26.7,2022-01-01
385,2,1,1,4,49430010,1476,127,1308.0,41.0,1087,389,162.0,20.0,2.78,88.62,21.4,2022-02-01
386,2,1,2,3,49389771,2546,344,2151.0,51.0,1840,706,548.0,151.0,2.0,84.49,30.3,2022-02-01
387,2,1,3,1,49844358,1637,125,1479.0,33.0,1061,576,327.0,71.0,2.02,90.35,18.3,2022-02-01
388,2,1,4,4,48984663,858,75,758.0,25.0,546,312,65.0,16.0,2.91,88.34,19.3,2022-02-01
389,2,1,5,1,52363336,1181,272,885.0,24.0,681,500,211.0,48.0,2.03,74.94,17.0,2022-02-01
390,2,1,6,1,50742236,1090,67,987.0,36.0,782,308,269.0,78.0,3.3,90.55,22.6,2022-02-01
391,2,1,7,6,49310350,426,47,368.0,11.0,214,212,95.0,7.0,2.58,86.38,11.8,02/01/2022
392,2,1,8,2,51515943,397,46,340.0,11.0,214,183,23.0,1.0,2.77,85.64,8.6,2022-02-01
393,2,1,9,3,47636128,1969,384,1543.0,42.0,1117,852,218.0,59.0,2.13,78.36,28.5,01-02-2022
394,2,1,10,2,48596540,523,7,507.0,9.0,363,160,38.0,9.0,1.72,96.94,10.5,2022-02-01
395,2,1,11,4,49889298,1690,191,1452.0,47.0,939,751,397.0,81.0,2.78,85.92,26.1,2022-02-01
396,2,1,12,5,51975351,2434,91,2260.0,83.0,1666,768,540.0,92.0,3.41,92.85,30.9,2022-02-01
397,2,2,1,5,1377690,22,4,18.0,0.0,9,13,2.0,0.0,0.0,81.82,9.3,2022-02-01
398,2,2,2,4,1547045,95,8,86.0,1.0,48,47,22.0,5.0,1.05,90.53,32.7,2022-02-01
399,2,2,3,5,1571883,50,4,46.0,0.0,37,13,3.0,0.0,0.0,92.0,19.3,2022-02-01
400,2,2,4,3,1394367,34,8,26.0,0.0,24,10,NA,0.0,0.0,76.47,5.7,2022-02-01
401,2,2,5,1,1526687,11,-2,9.0,-0.0,7,4,1.0,0.0,0.0,81.82,4.5,2022-02-01
402,2,2,6,6,1520426,20,1,19.0,0.0,10,10,3.0,0.0,0.0,95.0,9.6,01-02-2022
403,2,2,7,2,1459764,27,3,24.0,0.0,19,8,2.0,0.0,0.0,88.89,9.4,2022-02-01
404,2,2,8,3,1555800,21,5,16.0,0.0,9,12,4.0,0.0,0.0,76.19,1.9,2022-02-01
405,2,2,9,2,1410446,20,4,16.0,0.0,13,7,2.0,0.0,0.0,80.0,4.2,2022-02-01
406,2,2,10,5,1411041,27,7,,0.0,18,9,2.0,0.0,0.0,74.07,4.0,02/01/2022
407,2,2,11,1,1498197,62,12,49.0,1.0,24,38,8.0,0.0,1.61,79.03,23.0,2022-02-01
408,2,2,12,6,1426758,23,4,19.0,0.0,11,12,4.0,1.0,0.0,82.61,7.9,2022-02-01
409,2,3,1,3,35345206,897,135,756.0,6.0,347,550,132.0,,0.67,84.28,13.1,01/02/2022
410,2,3,2,3,31858857,1604,185,1414.0,5.0,1043,561,109.0,20.0,,88.15,22.7,2022-02-01
411,2,3,3,6,31077556,479,20,452.0,7.0,298,181,47.0,9.0,1.46,94.36,6.7,2022-02-01
412,2,3,4,1,34810636,429,31,391.0,7.0,320,109,95.0,22.0,1.63,91.14,13.5,2022-02-01
413,2,3,5,3,32563460,856,14,818.0,24.0,475,381,124.0,,2.8,95.56,23.9,2022-02-01
414,2,3,6,6,33322628,774,126,622.0,26.0,560,214,148.0,35.0,3.36,80.36,25.0,2022-02-01
415,2,3,7,2,31269048,596,96,480.0,20.0,313,283,116.0,28.0,3.36,80.54,15.6,2022-02-01
416,2,3,8,5,30713144,830,73,753.0,4.0,393,437,83.0,22.0,0.48,90.72,10.1,2022-02-01
417,2,3,9,2,31141519,419,51,357.0,11.0,193,226,49.0,5.0,2.63,85.2,18.1,2022-02-01
418,2,3,10,2,33795344,744,143,598.0,3.0,412,332,45.0,11.0,0.4,80.38,10.0,02/01/2022
419,2,3,11,2,30677903,890,60,800.0,30.0,486,404,190.0,47.0,3.37,89.89,24.7,2022-02-01
420,2,3,12,5,35387606,591,38,551.0,2.0,330,261,139.0,14.0,0.34,93.23,13.6,2022-02-01
421,2,4,1,5,118305846,1876,332,1498.0,46.0,771,1105,215.0,12.0,2.45,79.85,15.5,2022-02-01
422,2,4,2,4,106457104,6419,1119,5200.0,100.0,3048,3371,340.0,34.0,1.56,81.01,27.2,2022-02-01
423,2,4,3,6,107233059,2786,61,2662.0,63.0,1128,1658,584.0,112.0,2.26,95.55,18.6,2022-02-01
424,2,4,4,4,116157814,1746,302,1416.0,28.0,1147,599,326.0,84.0,1.6,81.1,13.1,2022-02-01
425,2,4,5,5,117703654,933,160,755.0,18.0,559,374,107.0,30.0,1.93,80.92,9.3,2022-02-01
426,2,4,6,4,118857519,927,133,784.0,10.0,619,308,173.0,10.0,1.08,84.57,4.8,01-02-2022
427,2,4,7,1,111383485,2185,38,2099.0,48.0,1381,804,331.0,77.0,2.2,96.06,12.7,2022-02-01
428,2,4,8,6,119300889,2026,305,1693.0,28.0,1360,666,345.0,36.0,1.38,83.56,11.6,2022-02-01
429,2,4,9,3,110898295,703,70,631.0,2.0,337,366,83.0,,,89.76,4.3,01/02/2022
430,2,4,10,2,106116124,3040,581,2416.0,43.0,2278,762,219.0,17.0,1.41,79.47,15.5,2022-02-01
431,2,4,11,5,106816058,4212,323,3823.0,66.0,2255,1957,981.0,223.0,1.57,90.76,26.3,2022-02-01
432,2,4,12,1,123388871,3636,588,2930.0,118.0,2022,1614,285.0,61.0,3.25,80.58,24.5,2022-02-01
433,2,5,1,6,27328821,1037,214,808.0,15.0,699,338,91.0,7.0,1.45,77.92,24.0,2022-02-01
434,2,5,2,5,28806554,840,24,792.0,24.0,465,375,133.0,33.0,2.86,94.29,22.6,01/02/2022
435,2,5,3,2,28812773,907,114,783.0,10.0,473,434,144.0,30.0,1.1,86.33,15.9,2022-02-01
436,2,5,4,6,27333598,321,39,280.0,2.0,130,191,,12.0,0.62,87.23,11.4,2022-02-01
437,2,5,5,3,25401092,461,64,396.0,1.0,281,180,47.0,,0.22,85.9,8.5,2022-02-01
438,2,5,6,5,28852039,209,24,184.0,1.0,90,119,17.0,4.0,0.48,88.04,0.9,2022-02-01
439,2,5,7,4,29165900,394,4,377.0,13.0,231,163,76.0,5.0,3.3,95.69,21.5,2022-02-01
440,2,5,8,4,27186036,252,53,196.0,3.0,122,130,47.0,5.0,1.19,77.78,3.8,2022-02-01
441,2,5,9,3,25882181,220,8,211.0,1.0,94,126,17.0,3.0,0.45,95.91,0.9,2022-02-01
442,2,5,10,1,26630865,232,21,207.0,4.0,135,97,15.0,2.0,1.72,89.22,6.4,2022-02-01
443,2,5,11,3,26416958,350,6,338.0,6.0,181,169,87.0,25.0,,96.57,6.9,2022-02-01
444,2,5,12,4,28746737,432,63,367.0,2.0,274,158,50.0,4.0,0.46,84.95,7.3,2022-02-01
445,2,6,1,4,1401368,35,5,30.0,0.0,20,15,2.0,0.0,0.0,85.71,8.6,2022-02-01
446,2,6,2,5,1413207,89,11,77.0,1.0,34,55,8.0,1.0,1.12,86.52,33.4,01/02/2022
447,2,6,3,1,1577244,26,2,24.0,0.0,15,11,,1.0,0.0,92.31,7.9,2022-02-01
448,2,6,4,3,1450922,32,5,27.0,0.0,15,17,2.0,0.0,0.0,84.38,13.5,2022-02-01
449,2,6,5,4,1423618,16,4,12.0,0.0,7,9,3.0,0.0,0.0,75.0,2.4,2022-02-01
450,2,6,6,1,1430329,9,1,8.0,0.0,6,3,1.0,0.0,0.0,88.89,6.3,2022-02-01
451,2,6,7,5,1549394,40,1,38.0,1.0,23,17,7.0,0.0,2.5,95.0,16.2,2022-02-01
452,2,6,8,1,1366977,27,6,21.0,0.0,13,14,3.0,0.0,0.0,77.78,5.2,2022-02-01
453,2,6,9,3,1434316,24,6,18.0,0.0,11,13,-,0.0,0.0,75.0,9.8,2022-02-01
454,2,6,10,4,1560621,23,3,20.0,0.0,8,15,1.0,0.0,0.0,86.96,9.8,2022-02-01
455,2,6,11,1,1518102,23,3,20.0,0.0,16,7,4.0,0.0,0.0,86.96,5.1,2022-02-01
456,2,6,12,5,1437189,53,12,40.0,1.0,37,16,10.0,2.0,1.89,75.47,22.4,2022-02-01
457,2,7,1,3,64946287,3572,224,3282.0,66.0,2486,1086,369.0,72.0,1.85,91.88,29.1,2022-02-01
458,2,7,2,6,68271443,5016,673,4187.0,156.0,2796,2220,1250.0,110.0,3.11,83.47,44.7,2022-02-01
459,2,7,3,1,68879051,6471,864,5461.0,146.0,2317,4154,984.0,174.0,2.26,84.39,52.8,2022-02-01
460,2,7,4,5,60169904,1248,149,1081.0,18.0,673,575,70.0,10.0,1.44,86.62,10.7,2022-02-01
461,2,7,5,6,59906788,1452,262,1168.0,22.0,783,669,228.0,36.0,1.52,80.44,15.7,2022-02-01
462,2,7,6,5,66585258,1980,372,1575.0,33.0,1374,606,306.0,36.0,1.67,79.55,18.0,01/02/2022
463,2,7,7,4,62955834,743,88,644.0,11.0,470,273,105.0,30.0,1.48,86.68,14.7,01-02-2022
464,2,7,8,1,67225914,1429,17,1381.0,,914,515,258.0,70.0,2.17,96.64,12.9,2022-02-01
465,2,7,9,1,67482043,1177,235,909.0,33.0,644,533,90.0,6.0,2.8,77.23,12.6,2022-02-01
466,2,7,10,2,62005334,1741,218,1504.0,19.0,731,1010,127.0,34.0,1.09,86.39,11.7,2022-02-01
467,2,7,11,6,61978245,940,61,859.0,20.0,352,588,188.0,18.0,,91.38,12.6,2022-02-01
468,2,7,12,6,70145446,1813,378,1405.0,30.0,1126,687,296.0,28.0,1.65,77.5,13.5,2022-02-01
469,2,8,1,4,25329943,1640,286,1350.0,,1146,494,132.0,13.0,0.24,82.32,30.1,2022-02-01
470,2,8,2,2,26230969,1172,245,887.0,40.0,441,731,230.0,55.0,3.41,75.68,27.2,2022-02-01
471,2,8,3,2,25706589,1567,85,1445.0,37.0,867,700,337.0,56.0,2.36,92.21,36.4,2022-02-01
472,2,8,4,5,28233196,552,37,511.0,4.0,234,318,65.0,5.0,0.72,92.57,12.0,2022-02-01
473,2,8,5,2,28106469,198,5,190.0,3.0,139,59,20.0,5.0,1.52,95.96,5.8,2022-02-01
474,2,8,6,3,28063011,507,28,471.0,8.0,379,128,105.0,25.0,1.58,92.9,13.3,2022-02-01
475,2,8,7,4,26105504,628,100,526.0,2.0,395,233,139.0,16.0,0.32,83.76,6.9,2022-02-01
476,2,8,8,5,24930635,556,103,436.0,17.0,415,141,128.0,13.0,3.06,78.42,19.8,2022-02-01
477,2,8,9,1,27547747,174,10,161.0,3.0,101,73,22.0,3.0,1.72,92.53,8.5,2022-02-01
478,2,8,10,3,28639824,606,84,501.0,21.0,346,260,31.0,2.0,3.47,82.67,19.3,2022-02-01
479,2,8,11,5,27980372,872,145,,24.0,521,351,186.0,9.0,2.75,80.62,27.7,2022-02-01
480,2,8,12,4,24819902,922,93,803.0,26.0,397,525,160.0,10.0,2.82,87.09,24.9,2022-02-01
481,2,9,1,4,6281990,308,62,237.0,9.0,166,142,73.0,4.0,2.92,76.95,33.3,2022-02-01
482,2,9,2,3,7004584,105,7,97.0,1.0,60,45,7.0,0.0,0.95,92.38,7.4,2022-02-01
